Table S3. Mouse protein-protein interactions. From columns M to Q are reported the results of the M2H screen,,,,,,,,,,,,,,,,,
EdgeID,geneid1,geneid1symbol,geneid2,geneid2symbol,PubMed IDs,Number of PubMed hits,Methods,Databases,GOSemSim BP,Common Pathways,Gold Standard,Mouse 2x2,,,,,
MM083925:MM329002,83925,Trps1,329002,Zfp236,,0,,,,,,,M222027C01:M222016A05;,7.650102,,7.650102;,
MM093686:MM093686,93686,Rbm9,93686,Rbm9,,0,,,1,,,M222025E01:M222025E01;,M222025E01:M222025E01;,11.68402,11.68402;,11.68402;,
MM093686:MM216154,93686,Rbm9,216154,Thrap5,,0,,,0.501,,,M222025E01:M222023G08;,,11.76927,11.76927;,,
MM093759:MM329002,93759,Sirt1,329002,Zfp236,,0,,,,,,,M222027C01:M222015A05;,16.68637,,16.68637;,
MM097064:MM114606,97064,Wwtr1,114606,Tle6,,0,,,0.702,,,M222021E05:M222022F05;,,16.44689,16.44689;,,
MM100090:MM214384,100090,Hkr3,214384,Myocd,,0,,,0.595,,,,M222017G11:M222019E08;,6.590582,,6.590582;,
MM101023:MM109889,101023,Zfp513,109889,Zfp98,,0,,,,,,M222029G11:M222025E08;,M222017H08:M222029G11;M222025E08:M222029G11;,8.782058,3.635529;,5.29536;8.782058;,
MM101023:MM243963,101023,Zfp513,243963,Zfp473,,0,,,,,,,M222023H09:M222029G11;,6.882807,,6.882807;,
MM103806:MM114606,103806,Maml1,114606,Tle6,,0,,,0.911,,,M222023C08:M222022F05;,,6.417914,6.417914;,,
MM103806:MM170787,103806,Maml1,170787,Hdac10,,0,,,0.688,,,M222023C08:M222023A02;,,7.941189,7.941189;,,
MM104360:MM269870,104360,Isl2,269870,Zfp446,,0,,,0.744,,,,M222019H07:M222016E01;,9.303278,,9.303278;,
MM108655:MM108655,108655,Foxp1,108655,Foxp1,,0,,,1,,,M222017A08:M222017A08;,M222017A08:M222017A08;,7.307153,7.307153;,7.307153;,
MM108655:MM114606,108655,Foxp1,114606,Tle6,,0,,,0.444,,,M222017A08:M222023C12;,,6.432962,6.432962;,,
MM108672:MM108672,108672,Zdhhc15,108672,Zdhhc15,,0,,,1,,,,,,,,
MM108672:MM244579,108672,Zdhhc15,244579,Tnrc9,,0,,,0.328,,,,M222027C07:M222020G12;,6.095332,,6.095332;,
MM109889:MM109889,109889,Zfp98,109889,Zfp98,,0,,,1,,,M222017H08:M222017H08;M222025E08:M222025E08;,M222017H08:M222017H08;M222025E08:M222025E08;,9.072943,3.823347;9.072943;,3.823347;9.072943;,
MM109889:MM233890,109889,Zfp98,233890,BC026432,,0,,,0.973,,,M222025E08:M222022F04;,,10.47282,10.47282;,,
MM109889:MM243963,109889,Zfp98,243963,Zfp473,,0,,,1,,,,M222023H09:M222025E08;,8.265817,,8.265817;,
MM114606:MM243963,114606,Tle6,243963,Zfp473,,0,,,1,,,,M222023H09:M222022F05;,7.530528,,7.530528;,
MM114606:MM328572,114606,Tle6,328572,Ep300,,0,,,0.497,,,,M222027C04:M222022F05;,8.865489,,8.865489;,
MM170787:MM329002,170787,Hdac10,329002,Zfp236,,0,,,,,,,M222027C01:M222023A02;,12.26023,,12.26023;,
MM211586:MM242705,211586,Tfdp2,242705,E2f2,,0,,,0.882,"Reactome/G1 Phase; Reactome/Cell Cycle, Mitotic; Reactome/Cyclin D associated events in G1",,,M222017D03:M222029C08;,44.47977,,44.47977;,
MM214384:MM319594,214384,Myocd,319594,Hif1an,,0,,,0.562,,,M222017G10:M222020F08;,,7.422875,7.422875;,,
MM216154:MM230908,216154,Thrap5,230908,Tardbp,,0,,,0.973,,,,M222016H09:M222023G08;,17.59599,,17.59599;,
MM217082:MM225998,217082,Hlf,225998,Rorb,,0,,,0.683,,,M222017C01:M222019C01;,,10.03414,10.03414;,,
MM226896:MM226896,226896,Tcfap2d,226896,Tcfap2d,,0,,,1,,,,,,,,
MM229004:MM246196,229004,Gmeb2,246196,Zfp277,,0,,,,,,M222019C08:M222028G05;M222025E03:M222028G05;,,6.896552,3.177927;6.896552;,,
MM230908:MM230908,230908,Tardbp,230908,Tardbp,,0,,,1,,,M222016H09:M222016H09;,M222016H09:M222016H09;,13.19387,13.19387;,13.19387;,
MM231866:MM243963,231866,Zfp12,243963,Zfp473,,0,,,,,,,M222023H09:M222030A09;,49.75741,,49.75741;,
MM233863:MM244579,233863,Gtf3c1,244579,Tnrc9,,0,,,1,,,,M222027C07:M222017G07;,9.232061,,9.232061;,
MM233890:MM243963,233890,BC026432,243963,Zfp473,,0,,,1,,,,M222023H09:M222022F04;,22.88159,,22.88159;,
MM243983:MM320080,243983,Zdhhc13,320080,Zbtb39,,0,,,,,,,M222030B11:M222016B02;,8.761317,,8.761317;,
MM245688:MM433759,245688,Rbbp7,433759,Hdac1,,0,,,0.835,,,,,,,,
MM332937:MM332937,332937,Tcfap2e,332937,Tcfap2e,,0,,,1,,,,,,,,
